location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region,median_terrace_area,median_garden_area,median_facade,type_num,AS_NEW,GOOD,JUST_RENOVATED,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,reg_BRUXELLES,reg_VLAANDEREN,reg_WALLONIE,ANVERS,BRABANT FLAMAND,BRABANT WALLON,BRUXELLES,FLANDRE-OCCIDENTALE,FLANDRE-ORIENTALE,HAINAUT,LIEGE,LIMBOURG,LUXEMBOURG,NAMUR
1210,APARTMENT,APARTMENT,175000,1,55,1,0,0,0,,1,56,,,0,,Saint-Josse-ten-Noode,Non,SAINT-JOSSE-TEN-NOODE,BRUXELLES,BRUXELLES,16,16,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9900,HOUSE,HOUSE,265000,3,129,1,0,0,0,,1,154,170,,0,AS_NEW,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2000,APARTMENT,GROUND_FLOOR,190000,2,103,0,0,0,0,,0,,,2,0,,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7321,HOUSE,HOUSE,90000,2,105,1,0,0,0,,1,386,491,,0,TO_RENOVATE,Blaton,Oui,BERNISSART,HAINAUT,WALLONIE,16,16,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2000,APARTMENT,APARTMENT,335000,2,90,0,0,0,1,16,0,,,,0,,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8470,APARTMENT,APARTMENT,248000,2,92,1,0,0,1,13,0,,,,0,AS_NEW,Gistel,Non,GISTEL,FLANDRE-OCCIDENTALE,VLAANDEREN,13,13,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6150,APARTMENT,APARTMENT,179900,2,100,1,0,0,1,,0,,,,0,GOOD,Anderlues,Non,ANDERLUES,HAINAUT,WALLONIE,16,16,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2040,APARTMENT,APARTMENT,350000,3,128,1,0,0,1,53,1,,,2,0,,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,53,200,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1050,HOUSE,HOUSE,955000,6,280,0,0,0,0,,0,,180,2,0,TO_BE_DONE_UP,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,16,16,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8434,APARTMENT,FLAT_STUDIO,160000,0,55,0,0,0,0,,0,,,2,0,,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9300,APARTMENT,GROUND_FLOOR,259000,2,110,0,0,0,1,,0,,,2,0,AS_NEW,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1180,HOUSE,MANSION,1690000,6,430,1,0,0,0,,1,1000,11000,4,0,,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,16,16,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1070,APARTMENT,APARTMENT,180000,2,78,1,0,0,1,18,0,,,,0,,Anderlecht,Non,ANDERLECHT,BRUXELLES,BRUXELLES,18,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1745,HOUSE,HOUSE,515000,3,174,0,0,0,1,,1,,842,,0,,Opwijk,Non,OPWIJK,BRABANT FLAMAND,VLAANDEREN,16,200,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1490,HOUSE,HOUSE,395000,4,155,0,0,0,1,,0,,727,3,0,AS_NEW,Court-Saint-Etienne,Non,COURT-SAINT-ETIENNE,BRABANT WALLON,WALLONIE,16,16,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1540,HOUSE,VILLA,469000,3,180,1,0,1,1,150,1,500,1150,4,0,AS_NEW,Herne,Non,HERNE,BRABANT FLAMAND,VLAANDEREN,150,150,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1050,APARTMENT,APARTMENT,289000,1,81,1,0,1,1,3,1,,,2,0,GOOD,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,3,200,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9000,APARTMENT,APARTMENT,470000,3,115,1,0,0,1,22,1,,,,0,,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,22,200,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4520,HOUSE,HOUSE,222000,3,138,0,0,0,1,,1,435,425,3,0,AS_NEW,Wanze,Non,WANZE,LIEGE,WALLONIE,16,16,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8370,HOUSE,HOUSE,275000,3,113,1,0,0,1,10,0,,124,,0,GOOD,Blankenberge,Non,BLANKENBERGE,FLANDRE-OCCIDENTALE,VLAANDEREN,10,10,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4500,APARTMENT,APARTMENT,259000,4,185,1,0,0,0,,0,,,2,0,TO_BE_DONE_UP,Huy,Non,HUY,LIEGE,WALLONIE,16,16,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1030,HOUSE,HOUSE,799000,5,260,1,0,0,1,,0,,224,2,0,GOOD,Schaerbeek,Non,SCHAERBEEK,BRUXELLES,BRUXELLES,16,16,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1410,APARTMENT,APARTMENT,385000,3,106,1,0,0,1,11,0,,,3,0,AS_NEW,Waterloo,Non,WATERLOO,BRABANT WALLON,WALLONIE,11,11,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3500,APARTMENT,APARTMENT,519000,2,100,1,0,0,1,11,1,,,,0,,Hasselt,Non,HASSELT,LIMBOURG,VLAANDEREN,11,200,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4122,HOUSE,HOUSE,495000,4,200,1,0,0,1,28,1,3384,3384,4,0,GOOD,Plainevaux,Oui,NEUPRÉ,LIEGE,WALLONIE,28,28,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4040,APARTMENT,APARTMENT,194500,2,95,0,0,0,1,9,0,,,3,0,,Herstal,Non,HERSTAL,LIEGE,WALLONIE,9,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6792,HOUSE,HOUSE,315000,3,120,1,0,0,1,16,1,100,200,3,0,AS_NEW,Halanzy,Oui,AUBANGE,LUXEMBOURG,WALLONIE,16,16,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4141,APARTMENT,APARTMENT,299000,2,188,1,0,0,1,12,0,,,2,0,GOOD,Louveigné,Oui,SPRIMONT,LIEGE,WALLONIE,12,12,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8400,APARTMENT,PENTHOUSE,399000,2,69,1,1,0,1,65,0,,,2,0,GOOD,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN,65,65,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1601,HOUSE,HOUSE,390000,4,257,0,0,0,0,,0,,258,3,0,,Ruisbroek,Oui,SINT-PIETERS-LEEUW,BRABANT FLAMAND,VLAANDEREN,16,16,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1020,APARTMENT,APARTMENT,275000,2,80,1,0,0,1,20,1,80,,2,0,,Laeken,Oui,BRUXELLES,BRUXELLES,BRUXELLES,20,20,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1348,APARTMENT,FLAT_STUDIO,165000,0,31,1,0,0,1,,1,40,,2,0,GOOD,Louvain-La-Neuve,Oui,OTTIGNIES-LOUVAIN-LA-NEUVE,BRABANT WALLON,WALLONIE,16,16,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6470,HOUSE,HOUSE,390000,3,450,1,0,0,1,,1,3300,3693,4,0,,Grandrieu,Oui,SIVRY-RANCE,HAINAUT,WALLONIE,16,16,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8430,APARTMENT,FLAT_STUDIO,130000,0,36,1,0,0,0,,0,,,2,0,GOOD,Middelkerke,Non,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2550,APARTMENT,APARTMENT,379000,1,80,1,0,0,1,11,1,,,,1,AS_NEW,Kontich,Non,KONTICH,ANVERS,VLAANDEREN,11,200,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8620,APARTMENT,APARTMENT,347000,3,143,1,0,0,1,29,0,,,,0,,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN,29,29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6780,HOUSE,HOUSE,249000,3,136,1,0,0,1,16,0,,223,2,0,,Messancy,Non,MESSANCY,LUXEMBOURG,WALLONIE,16,16,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8670,APARTMENT,APARTMENT,375000,2,85,0,0,0,0,,0,,,2,0,AS_NEW,Koksijde,Non,KOKSIJDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1050,APARTMENT,APARTMENT,1050000,3,161,1,0,0,1,6,0,,,2,0,AS_NEW,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,6,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9000,APARTMENT,APARTMENT,279000,2,96,0,0,0,1,1,0,,,2,0,,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8830,HOUSE,HOUSE,159000,0,171,1,0,0,0,,0,,155,2,0,TO_RENOVATE,Hooglede,Non,HOOGLEDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9060,HOUSE,HOUSE,285000,4,270,1,0,0,0,,1,51,256,,0,TO_RENOVATE,Zelzate,Non,ZELZATE,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8600,APARTMENT,APARTMENT,565000,2,99,1,0,0,1,80,0,,,,0,,Diksmuide,Non,DIKSMUIDE,FLANDRE-OCCIDENTALE,VLAANDEREN,80,80,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5100,HOUSE,HOUSE,250000,2,104,0,0,0,0,,1,2295,2400,3,0,TO_RENOVATE,Dave,Oui,NAMUR,NAMUR,WALLONIE,16,16,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8370,APARTMENT,APARTMENT,195000,1,59,1,0,0,1,,0,,,2,0,,Blankenberge,Non,BLANKENBERGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6110,HOUSE,HOUSE,240000,5,300,0,0,0,0,,1,,2830,,0,,Montigny-Le-Tilleul,Non,MONTIGNY-LE-TILLEUL,HAINAUT,WALLONIE,16,200,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8300,APARTMENT,APARTMENT,483000,1,61,0,0,0,0,,0,,,2,0,GOOD,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4837,HOUSE,HOUSE,320000,4,165,0,0,0,1,,0,,1085,4,0,TO_RENOVATE,Baelen,Non,BAELEN,LIEGE,WALLONIE,16,16,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4357,HOUSE,HOUSE,238000,3,134,1,0,0,1,,1,100,420,,0,GOOD,Donceel,Non,DONCEEL,LIEGE,WALLONIE,16,16,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8300,APARTMENT,APARTMENT,595000,2,97,1,0,0,1,20,1,,,2,0,AS_NEW,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,20,200,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1040,APARTMENT,APARTMENT,215000,1,77,0,0,0,0,,0,,,,0,TO_BE_DONE_UP,Etterbeek,Non,ETTERBEEK,BRUXELLES,BRUXELLES,16,16,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,APARTMENT,APARTMENT,585000,3,105,0,0,0,1,4,0,,,2,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,4,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8370,HOUSE,HOUSE,345000,4,210,1,0,0,1,13,0,,120,,0,AS_NEW,Blankenberge,Non,BLANKENBERGE,FLANDRE-OCCIDENTALE,VLAANDEREN,13,13,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8490,APARTMENT,APARTMENT,259000,2,92,1,0,0,0,,0,,,,0,AS_NEW,Jabbeke,Non,JABBEKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3140,HOUSE,HOUSE,749000,6,350,1,0,0,1,28,1,,547,4,0,,Keerbergen,Non,KEERBERGEN,BRABANT FLAMAND,VLAANDEREN,28,200,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1000,APARTMENT,PENTHOUSE,400000,4,195,1,0,0,1,15,0,,,2,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,15,15,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9400,HOUSE,BUNGALOW,195000,3,120,1,0,0,0,,1,,1126,4,0,TO_BE_DONE_UP,Ninove,Non,NINOVE,FLANDRE-ORIENTALE,VLAANDEREN,16,200,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7100,APARTMENT,APARTMENT,120000,2,86,1,0,0,1,6,0,,,2,0,GOOD,La Louvière,Non,LA LOUVIÈRE,HAINAUT,WALLONIE,6,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4470,HOUSE,HOUSE,749000,6,625,1,0,1,0,,1,,2730,4,0,,Saint-Georges-Sur-Meuse,Non,SAINT-GEORGES-SUR-MEUSE,LIEGE,WALLONIE,16,200,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1348,APARTMENT,APARTMENT,589494,3,161,1,0,0,1,6,0,,,,1,JUST_RENOVATED,Louvain-La-Neuve,Oui,OTTIGNIES-LOUVAIN-LA-NEUVE,BRABANT WALLON,WALLONIE,6,6,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1000,APARTMENT,APARTMENT,355000,1,71,1,0,0,1,10,0,,,2,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,10,10,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6200,HOUSE,HOUSE,160000,2,150,1,0,0,1,,0,,330,3,0,GOOD,Châtelet,Non,CHÂTELET,HAINAUT,WALLONIE,16,16,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8750,APARTMENT,APARTMENT,235000,2,88,0,0,0,1,21,0,,,2,0,,Wingene,Non,WINGENE,FLANDRE-OCCIDENTALE,VLAANDEREN,21,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2470,HOUSE,HOUSE,519000,3,300,0,0,0,0,,1,,2392,4,0,TO_BE_DONE_UP,Retie,Non,RETIE,ANVERS,VLAANDEREN,16,200,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3220,HOUSE,HOUSE,310000,4,317,0,0,0,1,,1,,3274,4,0,,Holsbeek,Non,HOLSBEEK,BRABANT FLAMAND,VLAANDEREN,16,200,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8300,HOUSE,HOUSE,549000,2,193,0,0,1,1,,1,,361,2,0,TO_BE_DONE_UP,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16,200,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8000,HOUSE,HOUSE,359000,2,175,0,0,0,1,,1,,175,,0,AS_NEW,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,200,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9900,APARTMENT,APARTMENT,280500,3,115,1,0,0,1,25,1,,,4,0,AS_NEW,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN,25,200,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5680,HOUSE,HOUSE,375000,6,485,1,0,0,1,25,1,600,900,2,0,,Doische,Non,DOISCHE,NAMUR,WALLONIE,25,25,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3700,HOUSE,HOUSE,250000,4,162,1,0,0,1,144,1,415,2502,4,0,AS_NEW,Tongeren,Non,TONGEREN,LIMBOURG,VLAANDEREN,144,144,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7181,HOUSE,HOUSE,395000,2,150,0,0,1,0,,0,,1662,4,0,TO_RESTORE,Arquennes,Oui,SENEFFE,HAINAUT,WALLONIE,16,16,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9040,HOUSE,HOUSE,359000,3,170,1,0,0,1,20,1,120,207,2,0,JUST_RENOVATED,Sint-Amandsberg,Oui,GENT,FLANDRE-ORIENTALE,VLAANDEREN,20,20,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2820,HOUSE,VILLA,1650000,5,465,1,0,0,1,100,1,,2497,4,0,AS_NEW,Bonheiden,Non,BONHEIDEN,ANVERS,VLAANDEREN,100,200,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9060,HOUSE,HOUSE,339000,5,178,1,0,0,0,,1,,321,2,0,AS_NEW,Zelzate,Non,ZELZATE,FLANDRE-ORIENTALE,VLAANDEREN,16,200,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2660,APARTMENT,APARTMENT,199000,1,75,1,0,0,1,6,1,500,,2,0,AS_NEW,Hoboken,Oui,ANTWERPEN,ANVERS,VLAANDEREN,6,6,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1933,APARTMENT,APARTMENT,795000,2,157,1,0,0,1,30,0,,,2,0,AS_NEW,Sterrebeek,Oui,ZAVENTEM,BRABANT FLAMAND,VLAANDEREN,30,30,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8520,HOUSE,HOUSE,168000,2,115,1,0,0,0,,1,87,183,,0,GOOD,Kuurne,Non,KUURNE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7390,HOUSE,HOUSE,100000,2,86,1,0,0,1,6,1,11,121,2,0,GOOD,Quaregnon,Non,QUAREGNON,HAINAUT,WALLONIE,6,6,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7134,APARTMENT,APARTMENT,185000,2,110,1,0,0,1,,0,,,3,0,GOOD,Epinois,Oui,BINCHE,HAINAUT,WALLONIE,16,16,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1770,APARTMENT,GROUND_FLOOR,350000,2,114,1,0,0,1,17,1,50,,,0,,Liedekerke,Non,LIEDEKERKE,BRABANT FLAMAND,VLAANDEREN,17,17,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1190,HOUSE,HOUSE,1090000,4,330,1,0,0,1,15,1,100,217,2,0,JUST_RENOVATED,Forest,Non,FOREST,BRUXELLES,BRUXELLES,15,15,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8500,HOUSE,HOUSE,269000,4,236,1,0,0,0,,0,,130,3,0,TO_BE_DONE_UP,Kortrijk,Non,KORTRIJK,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4102,APARTMENT,APARTMENT,105000,1,32,1,0,0,0,,0,,,,0,JUST_RENOVATED,Ougrée,Oui,SERAING,LIEGE,WALLONIE,16,16,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8830,HOUSE,MANOR_HOUSE,795000,2,270,1,0,0,1,,0,,60197,4,0,GOOD,Hooglede,Non,HOOGLEDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8400,APARTMENT,APARTMENT,180000,2,73,1,0,0,0,,0,,,2,0,GOOD,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2800,HOUSE,HOUSE,395000,4,150,0,0,0,0,,1,22,84,,0,,Mechelen,Non,MECHELEN,ANVERS,VLAANDEREN,16,16,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2170,APARTMENT,APARTMENT,180000,1,75,1,0,0,0,,0,,,2,0,JUST_RENOVATED,Merksem,Oui,ANTWERPEN,ANVERS,VLAANDEREN,16,16,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4624,HOUSE,VILLA,440000,5,150,1,0,0,1,65,1,2000,2500,4,0,GOOD,Romsée,Oui,FLÉRON,LIEGE,WALLONIE,65,65,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9230,APARTMENT,DUPLEX,163000,1,83,1,0,0,1,20,0,,,4,0,GOOD,Wetteren,Non,WETTEREN,FLANDRE-ORIENTALE,VLAANDEREN,20,20,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1190,APARTMENT,APARTMENT,270000,2,117,1,0,0,1,12,0,,,2,0,GOOD,Forest,Non,FOREST,BRUXELLES,BRUXELLES,12,12,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8670,APARTMENT,SERVICE_FLAT,300000,1,61,1,0,0,1,,0,,,,0,AS_NEW,Koksijde,Non,KOKSIJDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2830,APARTMENT,APARTMENT,249000,2,107,1,0,0,1,12,0,,,2,0,GOOD,Willebroek,Non,WILLEBROEK,ANVERS,VLAANDEREN,12,12,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1050,APARTMENT,APARTMENT,289000,2,81,1,0,1,1,3,1,,,2,0,GOOD,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,3,200,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3000,APARTMENT,APARTMENT,375000,3,101,1,1,0,1,,0,,,,0,GOOD,Leuven,Non,LEUVEN,BRABANT FLAMAND,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9800,HOUSE,HOUSE,525000,4,225,1,0,0,0,,1,,238,,0,AS_NEW,Deinze,Non,DEINZE,FLANDRE-ORIENTALE,VLAANDEREN,16,200,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9000,HOUSE,HOUSE,275000,3,107,1,0,0,0,,0,,47,,0,AS_NEW,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9100,APARTMENT,APARTMENT,198000,1,76,1,0,0,1,13,1,,,4,0,,Sint-Niklaas,Non,SINT-NIKLAAS,FLANDRE-ORIENTALE,VLAANDEREN,13,200,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1410,HOUSE,VILLA,995000,6,402,0,0,1,1,50,1,900,1525,4,0,GOOD,Waterloo,Non,WATERLOO,BRABANT WALLON,WALLONIE,50,50,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8647,HOUSE,HOUSE,149000,1,95,1,0,0,0,,1,,283,,0,GOOD,Lo,Oui,LO-RENINGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,200,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4651,HOUSE,VILLA,395000,3,175,1,0,0,1,50,1,2050,2050,4,0,GOOD,Battice,Oui,HERVE,LIEGE,WALLONIE,50,50,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6700,APARTMENT,APARTMENT,240000,2,73,1,0,0,0,,0,,,,0,AS_NEW,Arlon,Non,ARLON,LUXEMBOURG,WALLONIE,16,16,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2380,APARTMENT,APARTMENT,208000,2,88,0,0,0,1,5,0,,,2,0,GOOD,Ravels,Non,RAVELS,ANVERS,VLAANDEREN,5,5,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1400,HOUSE,HOUSE,475000,3,189,1,0,0,1,30,0,,336,2,0,AS_NEW,Nivelles,Non,NIVELLES,BRABANT WALLON,WALLONIE,30,30,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
