postalCode,Commune,Sous_Commune,Commune_Principale,Province,Region
5670,Treignes,Oui,VIROINVAL,NAMUR,WALLONIE
5670,Vierves-Sur-Viroin,Oui,VIROINVAL,NAMUR,WALLONIE
5680,Doische,Non,DOISCHE,NAMUR,WALLONIE
5680,Gimnée,Oui,DOISCHE,NAMUR,WALLONIE
5680,Gochenée,Oui,DOISCHE,NAMUR,WALLONIE
5680,Matagne-La-Grande,Oui,DOISCHE,NAMUR,WALLONIE
5680,Matagne-La-Petite,Oui,DOISCHE,NAMUR,WALLONIE
5680,Niverlée,Oui,DOISCHE,NAMUR,WALLONIE
5680,Romerée,Oui,DOISCHE,NAMUR,WALLONIE
5680,Soulme,Oui,DOISCHE,NAMUR,WALLONIE
5680,Vaucelles,Oui,DOISCHE,NAMUR,WALLONIE
5680,Vodelée,Oui,DOISCHE,NAMUR,WALLONIE
6000,Charleroi,Non,CHARLEROI,HAINAUT,WALLONIE
6001,Marcinelle,Oui,CHARLEROI,HAINAUT,WALLONIE
6010,Couillet,Oui,CHARLEROI,HAINAUT,WALLONIE
6020,Dampremy,Oui,CHARLEROI,HAINAUT,WALLONIE
6030,Goutroux,Oui,CHARLEROI,HAINAUT,WALLONIE
6030,Marchienne-Au-Pont,Oui,CHARLEROI,HAINAUT,WALLONIE
6031,Monceau-Sur-Sambre,Oui,CHARLEROI,HAINAUT,WALLONIE
6032,Mont-Sur-Marchienne,Oui,CHARLEROI,HAINAUT,WALLONIE
6040,Jumet,Oui,CHARLEROI,HAINAUT,WALLONIE
6041,Gosselies,Oui,CHARLEROI,HAINAUT,WALLONIE
6042,Lodelinsart,Oui,CHARLEROI,HAINAUT,WALLONIE
6043,Ransart,Oui,CHARLEROI,HAINAUT,WALLONIE
6044,Roux,Oui,CHARLEROI,HAINAUT,WALLONIE
6060,Gilly,Oui,CHARLEROI,HAINAUT,WALLONIE
6061,Montignies-Sur-Sambre,Oui,CHARLEROI,HAINAUT,WALLONIE
6075,CSM Charleroi X,,CSM Charleroi X,,
6099,Charleroi X,,Charleroi X,,
6110,Montigny-Le-Tilleul,Non,MONTIGNY-LE-TILLEUL,HAINAUT,WALLONIE
6111,Landelies,Oui,MONTIGNY-LE-TILLEUL,HAINAUT,WALLONIE
6120,Cour-Sur-Heure,Oui,HAM-SUR-HEURE,HAINAUT,WALLONIE
6120,Ham-Sur-Heure,Non,HAM-SUR-HEURE,HAINAUT,WALLONIE
6120,Jamioulx,Oui,HAM-SUR-HEURE,HAINAUT,WALLONIE
6120,Marbaix,Oui,HAM-SUR-HEURE,HAINAUT,WALLONIE
6120,Nalinnes,Oui,HAM-SUR-HEURE,HAINAUT,WALLONIE
6140,Fontaine-L'Evêque,Non,FONTAINE-L'EVÊQUE,HAINAUT,WALLONIE
6141,Forchies-La-Marche,Oui,FONTAINE-L'EVÊQUE,HAINAUT,WALLONIE
6142,Leernes,Oui,FONTAINE-L'EVÊQUE,HAINAUT,WALLONIE
6150,Anderlues,Non,ANDERLUES,HAINAUT,WALLONIE
6180,Courcelles,Non,COURCELLES,HAINAUT,WALLONIE
6181,Gouy-Lez-Piéton,Oui,COURCELLES,HAINAUT,WALLONIE
6182,Souvret,Oui,COURCELLES,HAINAUT,WALLONIE
6183,Trazegnies,Oui,COURCELLES,HAINAUT,WALLONIE
6200,Bouffioulx,Oui,CHÂTELET,HAINAUT,WALLONIE
6200,Châtelet,Non,CHÂTELET,HAINAUT,WALLONIE
6200,Châtelineau,Oui,CHÂTELET,HAINAUT,WALLONIE
6210,Frasnes-Lez-Gosselies,Oui,LES BONS VILLERS,HAINAUT,WALLONIE
6210,Rèves,Oui,LES BONS VILLERS,HAINAUT,WALLONIE
6210,Villers-Perwin,Oui,LES BONS VILLERS,HAINAUT,WALLONIE
6210,Wayaux,Oui,LES BONS VILLERS,HAINAUT,WALLONIE
6211,Mellet,Oui,LES BONS VILLERS,HAINAUT,WALLONIE
6220,Fleurus,Non,FLEURUS,HAINAUT,WALLONIE
6220,Heppignies,Oui,FLEURUS,HAINAUT,WALLONIE
6220,Lambusart,Oui,FLEURUS,HAINAUT,WALLONIE
6220,Wangenies,Oui,FLEURUS,HAINAUT,WALLONIE
6221,Saint-Amand,Oui,FLEURUS,HAINAUT,WALLONIE
6222,Brye,Oui,FLEURUS,HAINAUT,WALLONIE
6223,Wagnelée,Oui,FLEURUS,HAINAUT,WALLONIE
6224,Wanfercée-Baulet,Oui,FLEURUS,HAINAUT,WALLONIE
6230,Buzet,Oui,PONT-À-CELLES,HAINAUT,WALLONIE
6230,Obaix,Oui,PONT-À-CELLES,HAINAUT,WALLONIE
6230,Pont-À-Celles,Non,PONT-À-CELLES,HAINAUT,WALLONIE
6230,Thiméon,Oui,PONT-À-CELLES,HAINAUT,WALLONIE
6230,Viesville,Oui,PONT-À-CELLES,HAINAUT,WALLONIE
6238,Liberchies,Oui,PONT-À-CELLES,HAINAUT,WALLONIE
6238,Luttre,Oui,PONT-À-CELLES,HAINAUT,WALLONIE
6240,Farciennes,Non,FARCIENNES,HAINAUT,WALLONIE
6240,Pironchamps,Oui,FARCIENNES,HAINAUT,WALLONIE
6250,Aiseau,Oui,AISEAU-PRESLES,HAINAUT,WALLONIE
6250,Pont-De-Loup,Oui,AISEAU-PRESLES,HAINAUT,WALLONIE
6250,Presles,Oui,AISEAU-PRESLES,HAINAUT,WALLONIE
6250,Roselies,Oui,AISEAU-PRESLES,HAINAUT,WALLONIE
6280,Acoz,Oui,GERPINNES,HAINAUT,WALLONIE
6280,Gerpinnes,Non,GERPINNES,HAINAUT,WALLONIE
6280,Gougnies,Oui,GERPINNES,HAINAUT,WALLONIE
6280,Joncret,Oui,GERPINNES,HAINAUT,WALLONIE
6280,Loverval,Oui,GERPINNES,HAINAUT,WALLONIE
6280,Villers-Poterie,Oui,GERPINNES,HAINAUT,WALLONIE
6440,Boussu-Lez-Walcourt,Oui,FROIDCHAPELLE,HAINAUT,WALLONIE
6440,Fourbechies,Oui,FROIDCHAPELLE,HAINAUT,WALLONIE
6440,Froidchapelle,Non,FROIDCHAPELLE,HAINAUT,WALLONIE
6440,Vergnies,Oui,FROIDCHAPELLE,HAINAUT,WALLONIE
6441,Erpion,Oui,FROIDCHAPELLE,HAINAUT,WALLONIE
6460,Bailièvre,Oui,CHIMAY,HAINAUT,WALLONIE
6460,Chimay,Non,CHIMAY,HAINAUT,WALLONIE
6460,Robechies,Oui,CHIMAY,HAINAUT,WALLONIE
6460,Saint-Remy,Oui,CHIMAY,HAINAUT,WALLONIE
6460,Salles,Oui,CHIMAY,HAINAUT,WALLONIE
6460,Villers-La-Tour,Oui,CHIMAY,HAINAUT,WALLONIE
6461,Virelles,Oui,CHIMAY,HAINAUT,WALLONIE
6462,Vaulx-Lez-Chimay,Oui,CHIMAY,HAINAUT,WALLONIE
6463,Lompret,Oui,CHIMAY,HAINAUT,WALLONIE
6464,Baileux,Oui,CHIMAY,HAINAUT,WALLONIE
6464,Bourlers,Oui,CHIMAY,HAINAUT,WALLONIE
6464,Forges,Oui,CHIMAY,HAINAUT,WALLONIE
6464,L'Escaillère,Oui,CHIMAY,HAINAUT,WALLONIE
6464,Rièzes,Oui,CHIMAY,HAINAUT,WALLONIE
6470,Grandrieu,Oui,SIVRY-RANCE,HAINAUT,WALLONIE
6470,Montbliart,Oui,SIVRY-RANCE,HAINAUT,WALLONIE
6470,Rance,Oui,SIVRY-RANCE,HAINAUT,WALLONIE
6470,Sautin,Oui,SIVRY-RANCE,HAINAUT,WALLONIE
6470,Sivry,Oui,SIVRY-RANCE,HAINAUT,WALLONIE
6500,Barbençon,Oui,BEAUMONT,HAINAUT,WALLONIE
6500,Beaumont,Non,BEAUMONT,HAINAUT,WALLONIE
6500,Leugnies,Oui,BEAUMONT,HAINAUT,WALLONIE
6500,Leval-Chaudeville,Oui,BEAUMONT,HAINAUT,WALLONIE
6500,Renlies,Oui,BEAUMONT,HAINAUT,WALLONIE
6500,Solre-Saint-Géry,Oui,BEAUMONT,HAINAUT,WALLONIE
6500,Thirimont,Oui,BEAUMONT,HAINAUT,WALLONIE
6511,Strée,Oui,BEAUMONT,HAINAUT,WALLONIE
6530,Leers-Et-Fosteau,Oui,THUIN,HAINAUT,WALLONIE
6530,Thuin,Non,THUIN,HAINAUT,WALLONIE
6531,Biesme-Sous-Thuin,Oui,THUIN,HAINAUT,WALLONIE
6532,Ragnies,Oui,THUIN,HAINAUT,WALLONIE
6533,Biercée,Oui,THUIN,HAINAUT,WALLONIE
6534,Gozée,Oui,THUIN,HAINAUT,WALLONIE
6536,Donstiennes,Oui,THUIN,HAINAUT,WALLONIE
6536,Thuillies,Oui,THUIN,HAINAUT,WALLONIE
6540,Lobbes,Non,LOBBES,HAINAUT,WALLONIE
6540,Mont-Sainte-Geneviève,Oui,LOBBES,HAINAUT,WALLONIE
6542,Sars-La-Buissière,Oui,LOBBES,HAINAUT,WALLONIE
6543,Bienne-Lez-Happart,Oui,LOBBES,HAINAUT,WALLONIE
6560,Bersillies-L'Abbaye,Oui,ERQUELINNES,HAINAUT,WALLONIE
6560,Erquelinnes,Non,ERQUELINNES,HAINAUT,WALLONIE
6560,Grand-Reng,Oui,ERQUELINNES,HAINAUT,WALLONIE
6560,Hantes-Wihéries,Oui,ERQUELINNES,HAINAUT,WALLONIE
6560,Montignies-Saint-Christophe,Oui,ERQUELINNES,HAINAUT,WALLONIE
6560,Solre-Sur-Sambre,Oui,ERQUELINNES,HAINAUT,WALLONIE
6567,Fontaine-Valmont,Oui,MERBES-LE-CHÂTEAU,HAINAUT,WALLONIE
6567,Labuissière,Oui,MERBES-LE-CHÂTEAU,HAINAUT,WALLONIE
6567,Merbes-Le-Château,Non,MERBES-LE-CHÂTEAU,HAINAUT,WALLONIE
6567,Merbes-Sainte-Marie,Oui,MERBES-LE-CHÂTEAU,HAINAUT,WALLONIE
6590,Momignies,Non,MOMIGNIES,HAINAUT,WALLONIE
6591,Macon,Oui,MOMIGNIES,HAINAUT,WALLONIE
6592,Monceau-Imbrechies,Oui,MOMIGNIES,HAINAUT,WALLONIE
6593,Macquenoise,Oui,MOMIGNIES,HAINAUT,WALLONIE
6594,Beauwelz,Oui,MOMIGNIES,HAINAUT,WALLONIE
6596,Forge-Philippe,Oui,MOMIGNIES,HAINAUT,WALLONIE
6596,Seloignes,Oui,MOMIGNIES,HAINAUT,WALLONIE
6600,Bastogne,Non,BASTOGNE,LUXEMBOURG,WALLONIE
6600,Longvilly,Oui,BASTOGNE,LUXEMBOURG,WALLONIE
6600,Noville,Oui,BASTOGNE,LUXEMBOURG,WALLONIE
6600,Villers-La-Bonne-Eau,Oui,BASTOGNE,LUXEMBOURG,WALLONIE
6600,Wardin,Oui,BASTOGNE,LUXEMBOURG,WALLONIE
6630,Martelange,Non,MARTELANGE,LUXEMBOURG,WALLONIE
6637,Fauvillers,Non,FAUVILLERS,LUXEMBOURG,WALLONIE
6637,Hollange,Oui,FAUVILLERS,LUXEMBOURG,WALLONIE
6637,Tintange,Oui,FAUVILLERS,LUXEMBOURG,WALLONIE
6640,Hompré,Oui,VAUX-SUR-SÛRE,LUXEMBOURG,WALLONIE
6640,Morhet,Oui,VAUX-SUR-SÛRE,LUXEMBOURG,WALLONIE
6640,Nives,Oui,VAUX-SUR-SÛRE,LUXEMBOURG,WALLONIE
6640,Sibret,Oui,VAUX-SUR-SÛRE,LUXEMBOURG,WALLONIE
6640,Vaux-Lez-Rosières,Oui,VAUX-SUR-SÛRE,LUXEMBOURG,WALLONIE
6640,Vaux-Sur-Sûre,Non,VAUX-SUR-SÛRE,LUXEMBOURG,WALLONIE
6642,Juseret,Oui,VAUX-SUR-SÛRE,LUXEMBOURG,WALLONIE
6660,Houffalize,Non,HOUFFALIZE,LUXEMBOURG,WALLONIE
6660,Nadrin,Oui,HOUFFALIZE,LUXEMBOURG,WALLONIE
6661,Mont,Oui,HOUFFALIZE,LUXEMBOURG,WALLONIE
6661,Tailles,Oui,HOUFFALIZE,LUXEMBOURG,WALLONIE
6662,Tavigny,Oui,HOUFFALIZE,LUXEMBOURG,WALLONIE
6663,Mabompré,Oui,HOUFFALIZE,LUXEMBOURG,WALLONIE
6666,Wibrin,Oui,HOUFFALIZE,LUXEMBOURG,WALLONIE
6670,Gouvy,Non,GOUVY,LUXEMBOURG,WALLONIE
6670,Limerlé,Oui,GOUVY,LUXEMBOURG,WALLONIE
6671,Bovigny,Oui,GOUVY,LUXEMBOURG,WALLONIE
6672,Beho,Oui,GOUVY,LUXEMBOURG,WALLONIE
6673,Cherain,Oui,GOUVY,LUXEMBOURG,WALLONIE
6674,Montleban,Oui,GOUVY,LUXEMBOURG,WALLONIE
6680,Amberloup,Oui,SAINTE-ODE,LUXEMBOURG,WALLONIE
6680,Tillet,Oui,SAINTE-ODE,LUXEMBOURG,WALLONIE
6681,Lavacherie,Oui,SAINTE-ODE,LUXEMBOURG,WALLONIE
6686,Flamierge,Oui,BERTOGNE,LUXEMBOURG,WALLONIE
6687,Bertogne,Non,BERTOGNE,LUXEMBOURG,WALLONIE
6688,Longchamps,Oui,BERTOGNE,LUXEMBOURG,WALLONIE
6690,Bihain,Oui,VIELSALM,LUXEMBOURG,WALLONIE
6690,Vielsalm,Non,VIELSALM,LUXEMBOURG,WALLONIE
6692,Petit-Thier,Oui,VIELSALM,LUXEMBOURG,WALLONIE
6698,Grand-Halleux,Oui,VIELSALM,LUXEMBOURG,WALLONIE
6700,Arlon,Non,ARLON,LUXEMBOURG,WALLONIE
6700,Bonnert,Oui,ARLON,LUXEMBOURG,WALLONIE
6700,Heinsch,Oui,ARLON,LUXEMBOURG,WALLONIE
6700,Toernich,Oui,ARLON,LUXEMBOURG,WALLONIE
6704,Guirsch,Oui,ARLON,LUXEMBOURG,WALLONIE
6706,Autelbas,Oui,ARLON,LUXEMBOURG,WALLONIE
6717,Attert,Non,ATTERT,LUXEMBOURG,WALLONIE
6717,Nobressart,Oui,ATTERT,LUXEMBOURG,WALLONIE
6717,Nothomb,Oui,ATTERT,LUXEMBOURG,WALLONIE
6717,Thiaumont,Oui,ATTERT,LUXEMBOURG,WALLONIE
6717,Tontelange,Oui,ATTERT,LUXEMBOURG,WALLONIE
6720,Habay-La-Neuve,Oui,HABAY,LUXEMBOURG,WALLONIE
6720,Hachy,Oui,HABAY,LUXEMBOURG,WALLONIE
6721,Anlier,Oui,HABAY,LUXEMBOURG,WALLONIE
6723,Habay-La-Vieille,Oui,HABAY,LUXEMBOURG,WALLONIE
6724,Houdemont,Oui,HABAY,LUXEMBOURG,WALLONIE
6724,Rulles,Oui,HABAY,LUXEMBOURG,WALLONIE
6730,Bellefontaine,Oui,TINTIGNY,LUXEMBOURG,WALLONIE
6730,Rossignol,Oui,TINTIGNY,LUXEMBOURG,WALLONIE
6730,Saint-Vincent,Oui,TINTIGNY,LUXEMBOURG,WALLONIE
6730,Tintigny,Non,TINTIGNY,LUXEMBOURG,WALLONIE
6740,Etalle,Non,ETALLE,LUXEMBOURG,WALLONIE
6740,Sainte-Marie-Sur-Semois,Oui,ETALLE,LUXEMBOURG,WALLONIE
6740,Villers-Sur-Semois,Oui,ETALLE,LUXEMBOURG,WALLONIE
6741,Vance,Oui,ETALLE,LUXEMBOURG,WALLONIE
6742,Chantemelle,Oui,ETALLE,LUXEMBOURG,WALLONIE
6743,Buzenol,Oui,ETALLE,LUXEMBOURG,WALLONIE
6747,Châtillon,Oui,SAINT-LÉGER,LUXEMBOURG,WALLONIE
6747,Meix-Le-Tige,Oui,SAINT-LÉGER,LUXEMBOURG,WALLONIE
6747,Saint-Léger,Non,SAINT-LÉGER,LUXEMBOURG,WALLONIE
6750,Musson,Non,MUSSON,LUXEMBOURG,WALLONIE
6750,Mussy-La-Ville,Oui,MUSSON,LUXEMBOURG,WALLONIE
6750,Signeulx,Oui,MUSSON,LUXEMBOURG,WALLONIE
6760,Bleid,Oui,VIRTON,LUXEMBOURG,WALLONIE
6760,Ethe,Oui,VIRTON,LUXEMBOURG,WALLONIE
6760,Ruette,Oui,VIRTON,LUXEMBOURG,WALLONIE
6760,Virton,Non,VIRTON,LUXEMBOURG,WALLONIE
6761,Latour,Oui,VIRTON,LUXEMBOURG,WALLONIE
6762,Saint-Mard,Oui,VIRTON,LUXEMBOURG,WALLONIE
6767,Dampicourt,Oui,ROUVROY,LUXEMBOURG,WALLONIE
6767,Harnoncourt,Oui,ROUVROY,LUXEMBOURG,WALLONIE
6767,Lamorteau,Oui,ROUVROY,LUXEMBOURG,WALLONIE
6767,Torgny,Oui,ROUVROY,LUXEMBOURG,WALLONIE
6769,Gérouville,Oui,MEIX-DEVANT-VIRTON,LUXEMBOURG,WALLONIE
6769,Meix-Devant-Virton,Non,MEIX-DEVANT-VIRTON,LUXEMBOURG,WALLONIE
6769,Robelmont,Oui,MEIX-DEVANT-VIRTON,LUXEMBOURG,WALLONIE
6769,Sommethonne,Oui,MEIX-DEVANT-VIRTON,LUXEMBOURG,WALLONIE
6769,Villers-La-Loue,Oui,MEIX-DEVANT-VIRTON,LUXEMBOURG,WALLONIE
6780,Hondelange,Oui,MESSANCY,LUXEMBOURG,WALLONIE
6780,Messancy,Non,MESSANCY,LUXEMBOURG,WALLONIE
6780,Wolkrange,Oui,MESSANCY,LUXEMBOURG,WALLONIE
6781,Sélange,Oui,MESSANCY,LUXEMBOURG,WALLONIE
6782,Habergy,Oui,MESSANCY,LUXEMBOURG,WALLONIE
6790,Aubange,Non,AUBANGE,LUXEMBOURG,WALLONIE
6791,Athus,Oui,AUBANGE,LUXEMBOURG,WALLONIE
6792,Halanzy,Oui,AUBANGE,LUXEMBOURG,WALLONIE
6792,Rachecourt,Oui,AUBANGE,LUXEMBOURG,WALLONIE
6800,Bras,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
6800,Freux,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
6800,Libramont-Chevigny,Non,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
6800,Moircy,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
6800,Recogne,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
6800,Remagne,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
6800,Saint-Pierre,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
6800,Sainte-Marie-Chevigny,Oui,LIBRAMONT-CHEVIGNY,LUXEMBOURG,WALLONIE
6810,Chiny,Non,CHINY,LUXEMBOURG,WALLONIE
6810,Izel,Oui,CHINY,LUXEMBOURG,WALLONIE
6810,Jamoigne,Oui,CHINY,LUXEMBOURG,WALLONIE
6811,Les Bulles,Oui,CHINY,LUXEMBOURG,WALLONIE
6812,Suxy,Oui,CHINY,LUXEMBOURG,WALLONIE
6813,Termes,Oui,CHINY,LUXEMBOURG,WALLONIE
6820,Florenville,Non,FLORENVILLE,LUXEMBOURG,WALLONIE
6820,Fontenoille,Oui,FLORENVILLE,LUXEMBOURG,WALLONIE
6820,Muno,Oui,FLORENVILLE,LUXEMBOURG,WALLONIE
6820,Sainte-Cécile,Oui,FLORENVILLE,LUXEMBOURG,WALLONIE
6821,Lacuisine,Oui,FLORENVILLE,LUXEMBOURG,WALLONIE
6823,Villers-Devant-Orval,Oui,FLORENVILLE,LUXEMBOURG,WALLONIE
6824,Chassepierre,Oui,FLORENVILLE,LUXEMBOURG,WALLONIE
6830,Bouillon,Non,BOUILLON,LUXEMBOURG,WALLONIE
6830,Les Hayons,Oui,BOUILLON,LUXEMBOURG,WALLONIE
6830,Poupehan,Oui,BOUILLON,LUXEMBOURG,WALLONIE
6830,Rochehaut,Oui,BOUILLON,LUXEMBOURG,WALLONIE
6831,Noirfontaine,Oui,BOUILLON,LUXEMBOURG,WALLONIE
6832,Sensenruth,Oui,BOUILLON,LUXEMBOURG,WALLONIE
6833,Ucimont,Oui,BOUILLON,LUXEMBOURG,WALLONIE
6833,Vivy,Oui,BOUILLON,LUXEMBOURG,WALLONIE
6834,Bellevaux,Oui,BOUILLON,LUXEMBOURG,WALLONIE
6836,Dohan,Oui,BOUILLON,LUXEMBOURG,WALLONIE
6838,Corbion,Oui,BOUILLON,LUXEMBOURG,WALLONIE
6840,Grandvoir,Oui,NEUFCHÂTEAU,LUXEMBOURG,WALLONIE
6840,Grapfontaine,Oui,NEUFCHÂTEAU,LUXEMBOURG,WALLONIE
6840,Hamipré,Oui,NEUFCHÂTEAU,LUXEMBOURG,WALLONIE
6840,Longlier,Oui,NEUFCHÂTEAU,LUXEMBOURG,WALLONIE
6840,Neufchâteau,Non,NEUFCHÂTEAU,LUXEMBOURG,WALLONIE
6840,Tournay,Oui,NEUFCHÂTEAU,LUXEMBOURG,WALLONIE
6850,Carlsbourg,Oui,PALISEUL,LUXEMBOURG,WALLONIE
6850,Offagne,Oui,PALISEUL,LUXEMBOURG,WALLONIE
6850,Paliseul,Non,PALISEUL,LUXEMBOURG,WALLONIE
6851,Nollevaux,Oui,PALISEUL,LUXEMBOURG,WALLONIE
6852,Maissin,Oui,PALISEUL,LUXEMBOURG,WALLONIE
6852,Opont,Oui,PALISEUL,LUXEMBOURG,WALLONIE
6853,Framont,Oui,PALISEUL,LUXEMBOURG,WALLONIE
6856,Fays-Les-Veneurs,Oui,PALISEUL,LUXEMBOURG,WALLONIE
6860,Assenois,Oui,LÉGLISE,LUXEMBOURG,WALLONIE
6860,Ebly,Oui,LÉGLISE,LUXEMBOURG,WALLONIE
6860,Léglise,Non,LÉGLISE,LUXEMBOURG,WALLONIE
6860,Mellier,Oui,LÉGLISE,LUXEMBOURG,WALLONIE
6860,Witry,Oui,LÉGLISE,LUXEMBOURG,WALLONIE
6870,Arville,Oui,SAINT-HUBERT,LUXEMBOURG,WALLONIE
6870,Awenne,Oui,SAINT-HUBERT,LUXEMBOURG,WALLONIE
6870,Hatrival,Oui,SAINT-HUBERT,LUXEMBOURG,WALLONIE
6870,Mirwart,Oui,SAINT-HUBERT,LUXEMBOURG,WALLONIE
6870,Saint-Hubert,Non,SAINT-HUBERT,LUXEMBOURG,WALLONIE
6870,Vesqueville,Oui,SAINT-HUBERT,LUXEMBOURG,WALLONIE
6880,Auby-Sur-Semois,Oui,BERTRIX,LUXEMBOURG,WALLONIE
6880,Bertrix,Non,BERTRIX,LUXEMBOURG,WALLONIE
6880,Cugnon,Oui,BERTRIX,LUXEMBOURG,WALLONIE
6880,Jehonville,Oui,BERTRIX,LUXEMBOURG,WALLONIE
6880,Orgeo,Oui,BERTRIX,LUXEMBOURG,WALLONIE
6887,Herbeumont,Non,HERBEUMONT,LUXEMBOURG,WALLONIE
6887,Saint-Médard,Oui,HERBEUMONT,LUXEMBOURG,WALLONIE
6887,Straimont,Oui,HERBEUMONT,LUXEMBOURG,WALLONIE
6890,Anloy,Oui,LIBIN,LUXEMBOURG,WALLONIE
6890,Libin,Non,LIBIN,LUXEMBOURG,WALLONIE
6890,Ochamps,Oui,LIBIN,LUXEMBOURG,WALLONIE
6890,Redu,Oui,LIBIN,LUXEMBOURG,WALLONIE
6890,Smuid,Oui,LIBIN,LUXEMBOURG,WALLONIE
6890,Transinne,Oui,LIBIN,LUXEMBOURG,WALLONIE
6890,Villance,Oui,LIBIN,LUXEMBOURG,WALLONIE
6900,Aye,Oui,MARCHE-EN-FAMENNE,LUXEMBOURG,WALLONIE
6900,Hargimont,Oui,MARCHE-EN-FAMENNE,LUXEMBOURG,WALLONIE
6900,Humain,Oui,MARCHE-EN-FAMENNE,LUXEMBOURG,WALLONIE
6900,Marche-En-Famenne,Non,MARCHE-EN-FAMENNE,LUXEMBOURG,WALLONIE
6900,On,Oui,MARCHE-EN-FAMENNE,LUXEMBOURG,WALLONIE
6900,Roy,Oui,MARCHE-EN-FAMENNE,LUXEMBOURG,WALLONIE
6900,Waha,Oui,MARCHE-EN-FAMENNE,LUXEMBOURG,WALLONIE
6920,Sohier,Oui,WELLIN,LUXEMBOURG,WALLONIE
6920,Wellin,Non,WELLIN,LUXEMBOURG,WALLONIE
6921,Chanly,Oui,WELLIN,LUXEMBOURG,WALLONIE
6922,Halma,Oui,WELLIN,LUXEMBOURG,WALLONIE
6924,Lomprez,Oui,WELLIN,LUXEMBOURG,WALLONIE
6927,Bure,Oui,TELLIN,LUXEMBOURG,WALLONIE
6927,Grupont,Oui,TELLIN,LUXEMBOURG,WALLONIE
6927,Resteigne,Oui,TELLIN,LUXEMBOURG,WALLONIE
6927,Tellin,Non,TELLIN,LUXEMBOURG,WALLONIE
6929,Daverdisse,Non,DAVERDISSE,LUXEMBOURG,WALLONIE
6929,Gembes,Oui,DAVERDISSE,LUXEMBOURG,WALLONIE
6929,Haut-Fays,Oui,DAVERDISSE,LUXEMBOURG,WALLONIE
6929,Porcheresse,Oui,DAVERDISSE,LUXEMBOURG,WALLONIE
6940,Barvaux-Sur-Ourthe,Oui,DURBUY,LUXEMBOURG,WALLONIE
6940,Durbuy,Non,DURBUY,LUXEMBOURG,WALLONIE
6940,Grandhan,Oui,DURBUY,LUXEMBOURG,WALLONIE
6940,Septon,Oui,DURBUY,LUXEMBOURG,WALLONIE
6940,Wéris,Oui,DURBUY,LUXEMBOURG,WALLONIE
6941,Bende,Oui,DURBUY,LUXEMBOURG,WALLONIE
6941,Bomal-Sur-Ourthe,Oui,DURBUY,LUXEMBOURG,WALLONIE
6941,Borlon,Oui,DURBUY,LUXEMBOURG,WALLONIE
6941,Heyd,Oui,DURBUY,LUXEMBOURG,WALLONIE
6941,Izier,Oui,DURBUY,LUXEMBOURG,WALLONIE
6941,Tohogne,Oui,DURBUY,LUXEMBOURG,WALLONIE
6941,Villers-Sainte-Gertrude,Oui,DURBUY,LUXEMBOURG,WALLONIE
6950,Harsin,Oui,NASSOGNE,LUXEMBOURG,WALLONIE
6950,Nassogne,Non,NASSOGNE,LUXEMBOURG,WALLONIE
6951,Bande,Oui,NASSOGNE,LUXEMBOURG,WALLONIE
6952,Grune,Oui,NASSOGNE,LUXEMBOURG,WALLONIE
6953,Ambly,Oui,NASSOGNE,LUXEMBOURG,WALLONIE
6953,Forrières,Oui,NASSOGNE,LUXEMBOURG,WALLONIE
6953,Lesterny,Oui,NASSOGNE,LUXEMBOURG,WALLONIE
6953,Masbourg,Oui,NASSOGNE,LUXEMBOURG,WALLONIE
6960,Dochamps,Oui,MANHAY,LUXEMBOURG,WALLONIE
6960,Grandménil,Oui,MANHAY,LUXEMBOURG,WALLONIE
6960,Harre,Oui,MANHAY,LUXEMBOURG,WALLONIE
6960,Malempré,Oui,MANHAY,LUXEMBOURG,WALLONIE
6960,Odeigne,Oui,MANHAY,LUXEMBOURG,WALLONIE
6960,Vaux-Chavanne,Oui,MANHAY,LUXEMBOURG,WALLONIE
6970,Tenneville,Non,TENNEVILLE,LUXEMBOURG,WALLONIE
6971,Champlon,Oui,TENNEVILLE,LUXEMBOURG,WALLONIE
6972,Erneuville,Oui,TENNEVILLE,LUXEMBOURG,WALLONIE
6980,Beausaint,Oui,LA ROCHE-EN-ARDENNE,LUXEMBOURG,WALLONIE
6980,La Roche-En-Ardenne,Non,LA ROCHE-EN-ARDENNE,LUXEMBOURG,WALLONIE
6982,Samrée,Oui,LA ROCHE-EN-ARDENNE,LUXEMBOURG,WALLONIE
6983,Ortho,Oui,LA ROCHE-EN-ARDENNE,LUXEMBOURG,WALLONIE
6984,Hives,Oui,LA ROCHE-EN-ARDENNE,LUXEMBOURG,WALLONIE
6986,Halleux,Oui,LA ROCHE-EN-ARDENNE,LUXEMBOURG,WALLONIE
6987,Beffe,Oui,RENDEUX,LUXEMBOURG,WALLONIE
6987,Hodister,Oui,RENDEUX,LUXEMBOURG,WALLONIE
